attempt,0,1,0,7
interpol,0,0,30,0
isvalid,0,0,0,9
credenti,0,0,14,0
lost,0,0,0,1
exclud,0,1,2,12
jobdir,0,12,0,0
recompil,0,1,0,0
maintain,0,0,0,1
green,0,24,0,1
exclus,0,0,0,1
first,2,18,2,8
order,2,21,4,25
ec,0,0,3,0
operations,0,0,0,2
origin,0,11,5,1
composit,0,16,0,0
despit,0,0,0,1
xlim,0,5,0,0
totalangl,0,5,0,0
orang,0,1,0,0
jpeg,0,1,0,1
trrep,0,0,2,0
uninterest,0,0,0,1
schemalocation,0,0,0,4
copyright,0,0,48,0
cumsum,0,0,1,0
ima,0,0,6,0
contourarea,0,2,0,5
clo,0,0,1,0
img,0,1596,24,36
fix,0,1,7,7
cmetadata,0,2,0,0
imgpath,0,11,0,0
fetchal,0,3,0,1
fig,0,43,0,0
mediapytn,0,0,0,1
xc,0,0,14,0
fin,0,16,0,0
easier,0,1,0,0
fil,8,44,4,4
fim,0,0,0,2
cpickl,0,0,2,0
colorpac,0,0,1,0
fragment,0,0,0,4
enrich,0,0,1,0
colorfilt,0,0,0,3
rectangl,0,36,0,0
break,0,5,4,1
minpointforsimplifi,0,0,2,0
structural,0,0,0,1
choic,0,0,2,0
balancedavg,0,6,0,0
createreplica,0,0,0,4
l,0,68,52,17
rangrang,0,0,4,0
imageinstance,0,0,1,0
closedb,0,0,0,1
timeout,0,0,8,0
debug,0,762,1,0
extractminenclosingcircl,0,0,0,1
higher,0,2,0,0
eacc,0,0,0,1
side,0,13,1,3
mean,0,41,22,19
liblinear,0,0,5,0
floodfill,0,0,0,1
proportion,0,0,1,0
vote,0,0,8,0
lifter,0,16,0,0
whit,0,10,0,0
extract,0,14,50,86
xp,0,0,9,0
ru,0,2,0,0
rp,0,3,0,0
smx,0,12,0,0
gradient,0,4,0,9
xv,0,0,6,0
rx,0,2,0,0
ry,0,1,0,0
rz,0,1,0,0
morpholog,0,3,6,10
re,0,0,0,10
rf,0,0,2,0
adapt,0,4,8,8
smi,0,12,0,0
reader,0,1,45,0
rm,0,4,0,0
bordertyp,0,0,0,21
linear,0,0,3,0
cytomin,0,0,215,0
midpoint,0,6,0,0
free,0,0,0,10
infil,0,8,0,4
vstack,0,17,5,0
linetype,0,15,0,0
hand,0,2,0,0
gblur,0,8,0,0
returnbound,0,0,0,6
startx,0,0,6,0
angl,0,68,27,0
traceback,0,3,0,6
filter,0,71,11,34
isi,0,0,0,18
fuse,0,2,0,0
iso,0,0,1,0
isl,0,40,0,0
onto,0,1,0,1
ste,0,0,1,0
rand,0,6,5,0
rang,2,69,22,46
ranf,0,0,3,0
gradi,0,0,0,1
features,0,12,6,0
sobel,0,14,0,2
independ,0,2,0,1
system,0,1,2,6
restrict,0,5,0,0
alreadi,0,0,8,6
wrapper,0,0,0,15
thick,0,2,0,0
agre,0,0,16,0
ignorecas,0,7,0,0
primari,0,3,0,2
top,1,51,4,3
equ,0,8,0,0
sometim,0,1,0,0
maxprob,0,0,8,0
downsiz,0,2,0,0
master,0,2,0,0
skipfirst,0,0,0,3
generatebin,0,0,0,2
knn,0,0,0,4
namespac,0,0,0,23
tool,0,1,1,0
took,0,3,0,0
ntim,0,0,28,0
loaddb,0,0,0,2
distance,0,5,0,0
conveni,0,0,0,6
target,0,1,106,6
provid,0,3,2,6
targetimg,0,1,0,0
tree,0,0,15,0
rate,0,0,8,0
intyp,0,0,0,10
project,0,0,178,1
classer,0,0,2,0
classes,0,0,11,0
finalvi,0,2,0,0
countor,0,1,0,0
walia,0,0,0,1
mini,0,0,0,10
rad,0,0,3,0
ran,0,0,0,1
minb,0,0,0,3
spectrum,0,1,0,1
ming,0,0,0,3
minx,0,0,0,10
raw,0,5,47,21
chmod,0,0,0,8
seed,0,1,2,12
increment,0,3,0,0
normalizebyintens,0,0,0,1
objectfind,0,0,9,0
maxx,0,0,10,14
nimag,0,0,12,0
ktype,0,0,0,7
maxr,0,0,0,3
smooth,0,0,0,2
filterstr,0,0,0,2
indexes,0,3,0,0
caliperlength,0,1,0,0
fname,0,4,0,19
maxb,0,0,0,3
ypo,0,0,12,0
even,0,3,0,5
nonzeroy,0,2,0,0
nonzerox,0,2,0,0
usernam,0,0,0,6
object,0,317,19,7
landmark,0,43,64,0
regular,0,1,1,0
canni,0,0,0,4
scripts,0,0,0,1
typ,0,76,38,3
everyth,0,0,0,1
doi,0,0,0,1
simplif,0,0,1,0
targetfold,0,0,0,2
doc,0,0,0,28
partition,0,0,5,0
m,5,71,19,5
transax,0,1,0,0
xpo,0,0,15,0
points,0,19,1,0
thresh,0,59,2,19
whitebalance,0,8,0,0
dot,0,13,0,0
fluoresc,0,2,0,0
keyval,0,0,0,3
cutto,0,5,0,0
random,0,35,39,11
radiu,0,12,0,17
proba,0,0,30,0
randow,0,0,1,0
loaddata,0,0,0,2
dirpath,0,15,0,5
dupl,0,14,0,0
contourchop,0,0,0,1
pkl,0,0,6,0
absolut,0,1,1,1
submit,0,0,0,27
explain,1,0,0,0
configur,0,0,4,6
apach,0,0,32,0
version,0,1,27,19
ptest,0,3,0,0
folder,0,12,6,14
rice,0,0,0,1
rectangle,0,9,0,0
windowx,0,0,0,1
monica,0,1,0,0
rgba,0,0,2,0
di,0,4,0,4
dd,0,2,0,0
likewis,0,0,0,1
db,0,84,9,138
stor,0,3,0,0
ceil,0,4,0,0
corr,0,0,0,4
dx,0,39,2,3
dy,0,24,0,2
report,0,9,0,2
dt,0,21,0,2
chanel,0,1,0,0
dp,0,1,0,0
bas,0,2,0,0
avgbas,0,12,0,0
fields,0,3,0,0
pixelcount,0,0,0,3
arclength,0,1,0,0
method,1,23,4,4
isexecut,0,0,0,1
reload,0,0,0,2
bad,0,10,0,0
bal,0,16,0,0
autothreshv,0,4,0,0
maxjob,0,0,0,1
validatedatad,0,0,0,2
loadbin,0,0,0,2
reference,0,7,0,0
detection,0,1,0,0
num,0,17,2,3
radius,0,0,0,1
rdwr,0,8,0,0
respons,0,0,0,5
imput,0,1,0,0
best,0,6,0,0
avgbase,0,2,0,0
databas,0,184,0,33
away,0,1,0,0
imgdir,0,15,0,0
filename,0,62,2,0
figur,0,11,0,0
score,0,5,0,0
dblist,0,0,0,2
drawn,0,3,0,0
approach,1,0,0,1
ire,0,3,0,2
attribut,0,2,2,0
accord,0,0,1,0
uniquebin,0,4,0,0
extend,1,2,8,0
newnam,0,14,0,0
confusion,0,0,4,0
xrang,0,0,27,1
wh,0,0,0,42
boundri,0,1,0,0
extens,0,15,1,9
microcontour,0,1,0,0
ws,0,0,18,0
complianc,0,0,16,0
extent,0,25,0,0
wp,0,0,14,0
packages,0,0,0,1
nirout,0,3,0,0
unr,0,0,0,7
cor,0,0,2,0
fvariabl,0,3,0,0
ndimag,0,1,8,0
cov,0,0,4,0
hashabl,0,0,0,2
howev,0,0,0,4
coprocess,0,16,0,0
roiwrit,0,0,0,3
rfind,0,0,3,0
cod,0,0,0,1
urls,0,0,1,0
logic,0,0,0,18
rotateavg,0,4,0,0
loadoverwriteargu,0,0,0,2
com,0,2,34,2
col,0,138,2,34
dropna,0,0,0,1
con,0,0,0,1
pre,0,18,0,0
thresholdedavg,0,2,0,0
ontolog,0,0,5,0
minpoint,0,0,3,0
height,0,95,175,35
heirarchi,0,3,0,0
anova,0,0,0,12
cytominetil,0,0,4,0
wider,0,0,0,1
diff,0,5,6,0
assum,1,1,0,7
nonsens,0,1,0,0
union,0,0,170,0
numpi,0,161,13,17
three,0,1,0,3
overal,0,1,3,0
interest,0,8,1,4
basic,0,1,0,0
expected,0,0,2,0
thres,0,14,0,0
isjob,0,0,0,2
xxx,0,0,10,0
anchorx,0,0,0,2
multithread,0,0,2,0
jobhom,0,0,0,29
sldc,0,0,1,0
child,0,0,0,4
unfilt,0,2,0,0
anchori,0,0,0,2
ident,0,0,0,1
gnu,0,0,0,20
localmax,0,2,0,0
properti,0,7,8,0
privatekey,0,0,11,0
n,3,96,167,141
remi,0,0,8,0
calcul,0,24,0,19
avgnormtvdata,0,14,0,0
balance,0,3,0,0
anchor,0,0,0,16
iy,0,101,0,0
ix,0,95,0,0
imgproc,0,0,0,103
iz,0,21,0,0
cont,2,2,0,0
svbase,0,52,0,0
ip,0,0,5,0
is,0,2,1,0
it,0,0,1,2
ih,0,0,0,128
hoyoux,0,0,2,0
kwarg,0,3,0,0
im,0,0,47,8
io,0,5,0,1
in,0,16,0,1
id,0,272,427,74
sever,0,1,2,1
if,0,2,0,0
roifil,0,0,0,4
perform,0,8,5,10
make,0,43,3,3
mayb,1,0,0,0
outsid,0,2,0,6
complex,0,0,0,4
split,4,83,28,46
filtered,0,14,2,0
rownum,0,0,0,3
complet,0,10,0,0
closeconnect,0,0,0,3
addannot,0,0,1,0
filenames,0,5,0,0
fairli,0,0,0,1
rais,0,47,8,50
bdata,0,0,0,4
nir,0,163,0,0
gaussianblur,0,1,0,4
kept,0,26,1,2
horizotn,0,2,0,0
min,0,28,134,18
thr,0,0,2,0
client,0,0,3,0
the,0,1,0,0
left,0,43,4,47
identifi,0,17,26,10
kheight,0,0,0,3
just,0,2,0,0
savefig,0,11,0,0
photo,0,2,0,0
rotated,0,10,0,0
imgprocfil,0,0,0,1
fact,0,0,0,1
human,0,0,5,0
classifiermixin,0,0,2,0
accuraci,0,0,0,10
languag,0,0,16,0
previous,0,0,0,1
candidate,0,0,5,0
notfilt,0,5,0,0
bnk,0,17,0,0
opencv,0,1,3,28
els,3,189,54,227
save,0,52,70,35
gavg,0,2,0,0
opt,0,6,230,0
applic,0,0,17,0
maskdir,0,20,0,0
maxval,0,3,1,0
textwrap,0,0,0,11
posx,0,0,7,0
fusion,0,1,0,0
bbox,0,2,0,0
background,0,169,1,2
unique,0,10,0,0
updatev,0,0,0,4
validateannot,0,0,3,0
autothresh,0,2,0,0
pyxitsuggestedtermjobservic,0,0,3,0
semi,0,0,0,1
specif,0,0,17,6
filenam,0,207,28,1
arbitrari,0,0,0,1
negat,0,1,0,0
zoom,0,38,72,0
colnum,0,0,0,3
randnum,0,2,0,0
confid,0,0,3,0
www,0,0,32,9
right,0,49,5,41
old,0,0,5,0
deal,0,1,0,0
xintercept,0,24,0,0
manual,0,0,0,1
interv,0,8,0,0
caliper,0,37,0,0
percentag,0,1,0,1
intern,0,3,2,3
maxit,0,0,0,4
flatten,1,0,10,1
avgnormnon,0,10,0,0
cnt,0,33,0,16
txt,0,28,20,0
forcibl,0,1,0,0
for,0,0,11,0
bottom,0,43,1,0
flush,0,0,1,0
validatebas,0,0,0,2
track,0,3,0,2
condit,0,2,16,2
localhost,0,0,7,0
core,0,3,7,4
plt,0,70,0,0
colormap,0,3,0,0
repository,0,0,3,0
posi,0,0,6,0
convexhul,0,1,0,1
corn,0,2,0,0
barcode,0,40,0,0
gmtime,0,0,3,0
bindep,0,0,0,8
hsv,0,53,5,12
fileobj,0,2,0,0
posy,0,0,1,0
keeper,0,2,0,0
post,0,18,24,0
super,0,0,0,5
obj,0,193,11,0
rb,0,0,1,0
beta,0,0,13,0
o,0,68,0,4
unioncommand,0,0,6,0
algo,0,0,9,0
commit,0,0,0,32
metricindex,0,0,0,3
getrotationmatrix,0,1,0,0
produc,0,0,3,0
contains,0,0,1,0
treatmentcomp,0,0,0,4
basenam,0,0,4,38
float,0,24,11,3
encod,0,0,2,0
bound,0,102,13,7
copydb,0,0,0,4
down,0,0,2,0
wrap,0,0,0,2
storag,0,0,1,9
often,0,1,0,1
accordingli,0,0,0,2
subwindows,0,0,3,0
support,0,4,0,4
bmean,0,0,0,2
transform,0,11,11,2
removedsnapshot,0,14,0,0
avail,0,1,3,0
width,0,47,167,30
quiet,0,0,1,0
way,0,0,1,3
analysi,0,11,1,3
head,0,42,0,4
correctedimg,0,6,0,0
form,0,1,0,8
forc,0,8,0,0
cfeatures,0,1,0,0
kpsh,0,4,0,0
shoot,0,0,0,3
maxim,0,0,0,2
greenmedian,0,0,0,1
labelnam,0,0,0,3
true,0,61,107,202
maskdiff,0,2,0,0
reset,0,34,5,0
tilemean,0,0,7,0
signalhead,0,3,0,0
inside,0,0,1,0
maximum,0,7,12,7
dens,0,0,0,6
validatedata,0,0,0,2
ncol,0,8,0,0
delete,0,0,5,0
classif,0,0,18,0
featur,0,92,23,1
logerror,0,0,0,1
outfilepath,0,3,0,0
fromstr,0,0,1,0
exist,0,88,10,75
measurementlabel,0,1,0,0
erode,0,3,5,0
sharedf,0,0,0,1
check,0,26,13,18
linearsvc,0,0,3,0
exced,0,8,0,0
moduleauthor,0,0,0,1
wmask,0,5,0,0
no,0,7,0,2
na,0,58,0,1
nb,0,6,46,0
tip,0,8,0,0
rs,0,0,3,0
nf,0,0,0,2
til,0,0,2,0
tim,0,58,0,2
signalnormbas,0,10,0,0
np,0,749,258,101
tie,0,2,0,0
createextract,0,0,0,2
loadlemnadata,0,0,0,2
roll,0,1,0,0
node,0,0,13,0
avgnormsign,0,12,0,0
extrema,0,0,7,0
pseudolandmarks,0,4,0,0
stringio,0,0,1,0
lencontour,0,4,0,0
update,0,0,32,0
nosvm,0,0,1,0
traindata,0,0,0,5
intens,0,23,0,12
consid,2,0,3,8
sql,0,24,0,17
cepha,0,0,5,0
equidist,0,2,0,0
receiv,0,0,0,5
longer,0,1,0,0
statscolumn,0,0,0,10
salt,0,0,0,1
endsingle,0,0,2,0
pseudo,0,58,0,0
ignor,0,0,0,1
scharr,0,15,0,0
time,0,98,77,6
push,0,12,0,0
lastrowid,0,0,0,6
roi,0,326,112,102
imageload,0,0,0,4
stratifiedkfold,0,0,3,0
normsignalheaders,0,2,0,0
chain,0,46,0,3
markerback,0,5,0,0
global,0,1,1,0
datum,0,12,0,0
imgtyp,0,37,0,0
pval,0,0,0,6
supplement,0,1,0,0
returnlist,0,0,0,7
rot,0,0,7,0
osg,0,0,0,37
row,0,340,2,180
decid,1,0,0,0
middl,0,2,0,0
depend,0,0,0,40
extractpixel,0,0,0,2
graph,0,10,0,0
intermedi,0,4,0,0
logisticregress,0,0,4,0
classersum,0,0,3,0
ven,0,0,8,0
larg,0,0,1,0
loadjoboutput,0,0,0,4
isinst,0,3,0,15
coor,0,36,0,0
sourc,0,2,0,0
string,0,7,59,29
rawfil,0,0,0,29
lrl,0,0,4,0
fitellips,0,3,0,0
enviorn,0,0,0,1
cyan,0,1,0,0
datetime,0,6,0,0
exact,0,1,0,1
dil,0,10,2,1
dim,0,96,9,0
imageinstancecollect,0,0,2,0
level,2,0,28,0
spacer,0,2,0,0
iter,0,4,17,11
p,0,75,239,1
statu,0,0,60,12
pseudocolored,0,2,0,0
section,0,0,2,0
round,0,2,10,0
dir,0,28,43,6
markstack,0,2,0,0
upper,0,1,0,5
be,0,0,9,0
lstrip,1,0,0,0
sign,0,24,0,0
loaddatavalu,0,0,0,2
ipynb,0,1,0,0
fvfm,0,45,0,0
jobid,0,0,1,0
sp,0,0,0,3
pyplot,0,15,0,0
current,2,16,57,19
directorysetup,0,0,0,1
rowbin,0,5,0,0
shared,0,0,3,5
mp,0,2,5,0
xml,0,0,0,11
colbin,0,5,0,0
validateord,0,0,0,2
deriv,0,10,0,89
fmax,0,42,8,0
gener,1,8,5,22
v,0,90,64,0
datacolumn,0,2,0,0
satisfi,0,0,0,1
downloaded,0,3,0,0
chunksfactor,0,3,0,0
postclassif,0,0,5,0
splice,0,1,0,0
along,0,9,0,6
framealpha,0,1,0,0
resizeself,0,0,0,1
normsignalhead,0,4,0,0
wait,0,0,0,3
box,0,2,31,3
derivedpath,0,0,0,30
tvbase,0,52,0,0
shift,0,9,1,4
avgnormsvdata,0,14,0,0
yrang,0,3,0,0
delimiter,0,5,0,0
bp,0,3,0,0
validateargumentlist,0,0,0,2
repositori,0,0,38,0
nonebas,0,48,0,0
dtype,0,74,22,4
modul,0,2,0,17
pyxitclassifi,0,0,19,0
tileextractionexcept,0,0,3,0
tilecach,0,0,1,0
logical,0,24,1,3
outhead,0,0,0,10
marker,0,64,0,0
createsit,0,0,0,4
validonli,0,0,0,10
installdir,0,0,0,10
eccentr,0,7,0,0
regex,0,22,0,0
allfiles,0,1,0,0
memori,2,0,2,0
bx,0,6,0,0
thre,0,4,0,0
rhist,0,0,0,2
connector,0,0,1,0
handler,0,12,0,0
criteria,0,4,1,11
msg,0,0,4,0
black,0,33,0,6
oftentim,0,1,0,0
caliperfit,0,1,0,0
reorder,0,0,1,0
rangrange,0,0,2,0
baseestim,0,0,2,0
enhanc,0,0,1,0
visual,0,1,2,0
olivi,0,0,1,0
datacol,0,8,0,0
nonsharedf,0,0,0,1
vmax,0,2,0,0
adduserjob,0,0,5,0
totalrecogn,0,0,3,0
filebas,0,3,0,0
subed,0,6,0,0
prepar,0,0,1,0
flu,0,57,0,0
flt,0,2,0,0
cat,0,4,0,0
purge,0,0,0,2
descriptor,0,0,0,1
totallen,0,3,0,0
cam,0,4,0,0
purpos,0,0,1,6
ulg,0,0,34,0
nearest,0,0,3,4
cocamera,0,3,0,0
predict,0,0,112,0
bottomline,0,3,0,0
overlay,0,5,0,0
sample,0,8,3,0
pegasusid,0,0,0,78
plantcv,0,139,0,0
surround,0,0,1,2
occur,0,1,0,0
kwidth,0,0,0,3
normalize,0,0,0,2
datatoiap,0,0,0,1
multipl,0,6,3,5
signalavg,0,5,0,0
unsign,0,1,0,0
bgr,0,24,0,62
write,2,86,39,55
alway,0,0,0,2
scratch,0,0,0,16
tile,0,22,208,0
loadroiarg,0,0,0,6
tolist,0,5,2,2
snd,0,0,3,0
mar,0,0,16,0
mat,0,0,0,1
rgbtv,0,0,0,3
may,0,1,32,1
max,0,87,141,19
rmax,0,0,29,0
xtick,0,2,0,0
uint,0,76,14,20
date,0,82,0,109
shuffl,0,0,4,0
data,1,429,98,313
annotation,0,0,28,0
convertrefer,0,0,0,4
sy,0,32,38,7
sx,0,6,0,0
ss,0,7,0,0
sr,0,9,0,0
sq,0,58,0,0
randrang,0,4,0,0
sv,0,92,0,4
st,0,2,26,3
q,0,0,0,31
signalbase,0,8,0,0
si,0,9,0,0
sh,0,0,3,24
combin,0,4,0,4
block,32,1,0,4
sc,0,17,0,4
sb,0,9,0,0
filedata,0,0,0,6
binaryfilt,0,0,2,0
se,0,1,0,1
approx,0,24,0,3
hom,0,0,0,6
finalpath,0,0,0,7
xsup,0,0,6,0
still,1,1,0,0
lsx,0,1,0,0
rh,0,0,0,14
group,0,37,3,49
coordinates,0,0,1,0
returnhist,0,0,0,5
platform,0,0,0,1
window,0,22,84,13
ntre,0,0,18,0
main,3,101,55,0
into,0,0,1,0
non,1,226,11,7
outli,0,0,0,1
halt,0,0,0,2
cstringio,0,0,2,0
exangl,0,2,0,0
initi,1,12,10,5
ert,0,0,1,0
approxpolydp,0,0,0,1
half,0,1,10,0
not,0,9,1,4
sorted,4,1,0,0
bhist,0,0,0,2
predictionstep,0,0,7,0
term,0,1,202,9
name,1,150,19,160
drop,0,90,1,2
linspac,0,2,0,0
separ,1,3,1,3
originalfilenam,0,0,1,0
tobyt,0,0,2,0
imgtype,0,31,0,0
updat,0,4,1,22
attributeerror,0,0,1,0
compil,0,9,0,0
eh,0,6,0,0
keycolumn,0,0,0,4
replac,1,32,17,28
individu,1,5,1,5
argspars,0,1,0,0
continu,0,5,6,1
snapshots,0,13,0,0
indice,0,10,0,0
redistribut,0,0,0,5
ysup,0,0,6,0
ex,0,2,0,28
et,0,1,8,0
dirname,0,1,0,0
ep,0,0,0,2
er,0,9,3,0
vsplit,0,3,0,0
bly,0,5,0,0
blx,0,7,0,0
space,0,2,1,2
astyp,0,17,11,12
nbviewer,0,1,0,0
factory,0,12,0,0
writecolor,0,0,0,8
coresult,0,2,0,0
imgid,0,2,0,0
bli,0,4,0,0
extractal,0,0,0,1
finalfeatur,0,9,0,0
genotyp,0,1,0,37
factori,0,79,0,3
namelist,0,12,0,0
hull,0,24,0,8
runtimeerror,0,15,0,0
getcwd,0,3,3,0
argu,0,124,0,0
argv,0,2,27,0
thresholdtyp,0,0,0,9
lmk,0,12,0,0
bayes,0,23,0,0
ori,0,131,13,0
org,0,1,16,24
createimagehead,0,0,2,0
raster,0,0,4,0
training,0,2,0,0
frequenc,0,1,1,0
fromtimestamp,0,6,0,0
utyp,0,0,0,2
turn,0,6,19,0
dectector,0,0,1,0
condorpool,0,0,0,4
place,0,0,0,1
lambda,1,5,0,16
oper,0,10,0,18
bline,0,5,0,0
xh,0,0,4,0
xi,0,4,0,0
rint,0,8,0,0
demotu,0,2,0,0
fg,0,27,0,0
sqlit,0,1,0,0
one,1,17,9,19
xx,0,1,0,0
xy,0,12,3,0
simplified,0,0,2,0
fast,0,0,0,1
xr,0,0,11,0
array,1,196,35,24
open,4,61,18,35
xt,0,0,12,0
size,0,93,40,18
given,0,4,13,22
law,0,2,16,0
gif,0,0,0,1
fl,0,0,2,0
distancetransform,0,1,0,0
imshow,0,4,0,1
numpoints,0,1,0,0
equalizecolor,0,0,0,1
cumul,0,1,1,0
params,0,6,1,0
circl,0,69,4,8
loaddatad,0,0,0,2
white,0,79,1,0
nmodel,0,0,1,0
ndmin,0,0,1,0
subplot,0,3,0,0
hue,0,17,13,0
especi,0,1,0,0
public,0,0,71,16
copi,0,95,19,24
specifi,0,17,5,84
padding,0,14,0,0
skimag,0,2,0,0
loadjobinput,0,0,0,5
enclos,0,0,0,2
mostli,0,1,0,0
datamap,0,0,0,16
png,0,269,16,18
serv,0,0,0,12
loadroi,0,0,0,7
selectmask,0,2,0,0
future,0,6,0,0
balanc,0,7,0,0
posit,0,38,46,8
tophat,0,0,0,3
seri,0,2,0,0
and,0,37,3,12
lowest,1,0,0,0
ang,0,23,4,0
binaryimage,0,8,0,0
ann,0,0,22,0
argument,0,30,10,167
prj,0,0,9,0
getpass,0,0,0,2
say,0,0,0,2
style,0,0,0,1
measur,0,2,0,0
notimplementederror,0,0,1,0
ambigu,0,0,0,2
sat,0,0,5,0
vobj,0,2,0,0
bitwis,0,5,0,0
randomdir,0,0,0,2
squar,0,10,1,0
note,0,3,1,1
other,0,11,1,0
ideal,0,2,0,0
take,0,15,4,0
interior,0,0,7,0
destroy,0,0,0,4
noth,0,0,2,1
channel,0,308,8,44
begin,0,0,1,1
sure,0,7,0,2
snapshotinfo,0,9,0,0
padmaxx,0,0,0,1
normal,0,9,0,17
multipli,0,12,0,2
valmax,0,2,0,0
libsvm,0,0,3,0
sqlitedb,0,6,0,0
padmaxi,0,0,0,1
pair,0,5,0,0
pptest,0,8,0,0
cytominetilebuild,0,0,2,0
renam,0,81,0,0
hmax,0,7,0,0
average,0,15,0,0
later,0,0,1,5
forestgreen,0,1,0,0
axe,0,20,0,0
axi,0,54,0,1
sigma,0,0,0,1
slope,0,9,0,0
sizemark,0,1,0,0
serializ,0,0,1,0
show,0,17,0,3
fastqc,0,2,0,0
subprocess,0,1,0,2
bright,0,1,0,2
permiss,0,0,16,1
hack,0,2,0,0
threshold,0,137,5,56
corner,0,4,0,0
help,0,129,208,1
homology,0,2,0,0
onli,0,1,1,1
ratio,0,0,17,6
datahead,0,0,0,24
arglist,0,0,0,12
tozero,0,0,0,4
activ,0,1,0,0
state,0,1,3,32
hierarchy,0,28,0,0
only,0,4,2,0
dict,0,43,3,23
analyz,0,13,2,2
tessman,0,1,0,0
analys,0,3,0,0
startswith,1,0,0,0
addpfn,0,0,0,3
get,0,115,101,7
tablenohead,0,9,0,0
totalsamples,0,0,2,0
destroyallwindow,0,0,0,1
getid,0,0,0,3
repo,0,0,10,0
readimag,0,13,5,0
repl,0,0,0,1
ssh,0,0,0,3
totrep,0,0,1,0
ssd,0,2,0,0
requir,0,3,16,255
multipolygon,0,0,1,0
mapper,0,0,0,3
median,0,42,5,10
email,0,0,0,7
predicted,0,0,2,0
xmax,0,5,0,0
whera,0,0,0,1
where,0,13,0,0
