-3.037407209294717622e-21,-2.50721752387e-19,0.000371312270288,1.54371754637e-19
1.905824131322175763e-21,0.000316801453668,3.35933266881e-18,2.39202104305e-18
2.726387298974779216e-21,-4.40457132572e-20,-6.29716056724e-19,6.37464643914e-05
1.134891800422753970e-21,-3.21872519957e-20,3.09426891907e-05,3.18732321957e-05
5.293955920339377119e-21,0.000216000991137,-1.3408531555e-18,9.56196965871e-05
-7.080666043453916897e-21,-2.54109884176e-19,0.000866395297338,3.51518673111e-19
4.711620769102045636e-21,7.17188089627e-05,8.98966343986e-05,0.00011905727926
2.822340250030930427e-21,1.44000660758e-05,-6.53803556162e-19,6.37464643914e-05
-7.345363839470885753e-21,-2.4055735702e-19,0.000804509918957,3.30766365903e-19
2.752857078576476102e-21,-4.57397791517e-20,-6.28869023777e-19,6.37464643914e-05
-5.872982349126496492e-23,5.97656741356e-06,7.70542580559e-05,1.32285865844e-05
5.505714157152952204e-21,-9.14795583035e-20,-1.25773804755e-18,0.000127492928783
2.752857078576476102e-21.1,-4.57397791517e-20,-6.28869023777e-19,6.37464643914e-05
1.095187131020208642e-21,1.19531348271e-05,1.28423763427e-05,2.64571731689e-05
8.258571235729428306e-21,-1.3891340335e-19,-1.88676589001e-18,0.000191239393174
1.371134583367898674e-20,-2.23616698075e-19,-3.14778619023e-18,0.000318732321957
1.371134583367898674e-20.1,-2.23616698075e-19,-3.14778619023e-18,0.000318732321957
7.411538288475127967e-22,0.000144000660758,-2.54956917124e-19,-6.77626357803e-20
-5.071609771685123280e-20,-1.7889335846e-18,0.00594099632461,2.37169225231e-18
2.752857078576476102e-21.2,-4.57397791517e-20,-6.28869023777e-19,6.37464643914e-05
4.235164736271501695e-22,8.6400396455e-05,-1.57548128189e-19,-3.89635155737e-20
1.921705999083193894e-20,-3.25260651746e-19,-4.39864209509e-18,0.00044622525074
2.274283463377796410e-19,-3.68628738645e-18,-5.22924260317e-17,0.00529095654449
7.411538288475127967e-22.1,0.000144000660758,-2.54956917124e-19,-6.77626357803e-20
1.270549420881450509e-21,0.000316801453668,-5.64123942871e-19,-1.49077798717e-19
-2.408749943754416589e-21,-9.3173624198e-20,0.000309426891907,1.12867140222e-19
-1.584878053651601025e-21,-5.59041745188e-20,0.000185656135144,7.41153828848e-20
4.235164736271501695e-22.1,8.6400396455e-05,-1.57548128189e-19,-3.89635155737e-20
-1.816488625166448774e-21,-7.45388993584e-20,0.000247541513525,9.88910965919e-20
-7.265954500665795096e-21,-2.98155597434e-19,0.000990166054101,3.95564386368e-19
4.235164736271501695e-22.2,8.6400396455e-05,-1.57548128189e-19,-3.89635155737e-20
4.480010197587197887e-21,5.97656741356e-06,1.28423763427e-05,0.000105828692676
1.694065894508600678e-21,0.000460802114426,-8.21621958837e-19,-2.43945488809e-19
-4.541221562916121935e-22,-1.86347248396e-20,6.18853783813e-05,2.4722774148e-20
1.270549420881450509e-21.1,0.000316801453668,-5.64123942871e-19,-1.49077798717e-19
2.752857078576476102e-21.3,-4.57397791517e-20,-6.28869023777e-19,6.37464643914e-05
-3.084970094516516713e-21,1.44000660758e-05,0.000433197648669,1.55033499127e-19
3.494010907423988899e-21,0.000144000660758,-8.84302396933e-19,6.37464643914e-05
1.270549420881450509e-21.2,0.000259201189365,-4.62479989201e-19,-1.21972744405e-19
1.858178528039121369e-20,-3.38813178902e-19,6.18853783813e-05,0.00044622525074
5.135137242729195806e-21,0.000125507915685,5.13695053706e-05,0.00011905727926
7.411538288475127967e-22.2,0.000144000660758,-2.54956917124e-19,-6.77626357803e-20
7.623296525288703052e-21,0.0016704076648,-2.96800344718e-18,-7.31836466428e-19
1.058791184067875424e-22,2.88001321517e-05,-5.13513724273e-20,-1.52465930506e-20
2.752857078576476102e-21.4,-4.57397791517e-20,-6.28869023777e-19,6.37464643914e-05
1.435985543392056044e-21,1.44000660758e-05,-3.40189607441e-19,3.18732321957e-05
1.905824131322175763e-21.1,0.000403201850123,-7.16589873377e-19,-1.89735380185e-19
8.470329472543003391e-22,0.000230401057213,-4.10810979418e-19,-1.21972744405e-19
2.117582368135750848e-21,0.000489602246578,-8.7922019925e-19,-2.43945488809e-19
1.641126335305206907e-21,8.6400396455e-05,-4.72220868094e-19,3.18732321957e-05
1.577598864261134382e-20,0.000158400726834,-3.74049749507e-18,0.000350605554153
3.303428494291771322e-20,-5.55653613399e-19,-7.54706356004e-18,0.000764957572697
1.191140082076359852e-21,4.78125393085e-05,2.56847526853e-05,2.64571731689e-05
1.128936100012372171e-20,5.76002643033e-05,-2.61521422465e-18,0.000254985857566
7.411538288475127967e-22.3,0.000144000660758,-2.54956917124e-19,-6.77626357803e-20
4.268251960773622802e-21,2.88001321517e-05,-9.94999015228e-19,9.56196965871e-05
4.023406499457926611e-21,0.000360001651896,-1.2654672232e-18,6.37464643914e-05
1.058791184067875424e-22.1,2.88001321517e-05,-5.13513724273e-20,-1.52465930506e-20
2.472277414798489115e-20,-4.06575814682e-19,-5.66368580182e-18,0.000573718179523
1.641126335305206907e-21.1,8.6400396455e-05,-4.72220868094e-19,3.18732321957e-05
5.505714157152952204e-21.1,-9.14795583035e-20,-1.25773804755e-18,0.000127492928783
8.258571235729428306e-21.1,-1.3891340335e-19,-1.88676589001e-18,0.000191239393174
1.101142831430590441e-20,-1.82959116607e-19,-2.51547609511e-18,0.000254985857566
4.235164736271501695e-21,0.000979204493156,-1.73811160777e-18,-4.33680868994e-19
2.138758191817108356e-20,0.000446402048351,-5.22619328456e-18,0.00044622525074
1.111730743271269195e-21,9.5625078617e-05,0.000231162774168,5.29143463378e-05
2.752857078576476102e-21.5,-4.57397791517e-20,-6.28869023777e-19,6.37464643914e-05
2.371692252312040949e-20,0.00216000991137,-7.00665653969e-18,0.000318732321957
-1.584878053651601025e-21.1,-5.59041745188e-20,0.000185656135144,7.41153828848e-20
5.505714157152952204e-21.2,-9.14795583035e-20,-1.25773804755e-18,0.000127492928783
1.058791184067875424e-22.2,2.88001321517e-05,-5.13513724273e-20,-1.52465930506e-20
1.058791184067875424e-22.3,2.88001321517e-05,-5.13513724273e-20,-1.52465930506e-20
-1.816488625166448774e-21.1,-7.45388993584e-20,0.000247541513525,9.88910965919e-20
6.035109749186889916e-20,-1.00288700955e-18,-1.38286598969e-17,0.00140242221661
2.752857078576476102e-21.6,-4.57397791517e-20,-6.28869023777e-19,6.37464643914e-05
1.058791184067875424e-22.4,2.88001321517e-05,-5.13513724273e-20,-1.52465930506e-20
5.505714157152952204e-21.3,-9.14795583035e-20,-1.25773804755e-18,0.000127492928783
8.639736061993863458e-20,0.00252808801594,0.00351881111789,0.00235468841203
2.202285662861180882e-20,-3.65918233214e-19,-5.03095219022e-18,0.000509971715131
-6.339512214606404100e-21,-2.23616698075e-19,0.000742624540576,2.96461531539e-19
5.770411953169921060e-20,-9.48676900925e-19,-1.32247254055e-17,0.00133867575222
1.058791184067875424e-22.5,2.88001321517e-05,-5.13513724273e-20,-1.52465930506e-20
4.976318565119014492e-21,0.000155390752753,0.000410956042965,0.000171971625598
-4.541221562916121935e-22.1,-1.86347248396e-20,6.18853783813e-05,2.4722774148e-20
-9.082443125832243870e-22,-3.72694496792e-20,0.000123770756763,4.9445548296e-20
-9.082443125832243870e-22.1,-3.72694496792e-20,0.000123770756763,4.9445548296e-20
1.694065894508600678e-20,0.00105120482354,-4.70272692316e-18,0.000286859089761
-4.541221562916121935e-22.2,-1.86347248396e-20,6.18853783813e-05,2.4722774148e-20
2.752857078576476102e-21.7,-4.57397791517e-20,-6.28869023777e-19,6.37464643914e-05
1.651714247145885661e-20,-2.77826806699e-19,-3.77353178002e-18,0.000382478786348
-3.169756107303202050e-21,-1.11808349038e-19,0.000371312270288,1.4823076577e-19
2.202285662861180882e-20.1,-3.65918233214e-19,-5.03095219022e-18,0.000509971715131
-9.082443125832243870e-22.2,-3.72694496792e-20,0.000123770756763,4.9445548296e-20
2.964615315390051187e-21,0.000576002643033,-1.01982766849e-18,-2.71050543121e-19
1.270549420881450509e-21.3,0.000259201189365,-4.62479989201e-19,-1.21972744405e-19
2.117582368135750848e-21.1,0.000374401717972,-6.64073830647e-19,-1.76182853029e-19
1.058791184067875424e-22.6,2.88001321517e-05,-5.13513724273e-20,-1.52465930506e-20
2.472277414798489115e-20.1,-4.06575814682e-19,-5.66368580182e-18,0.000573718179523
8.131516293641283255e-20,0.0160992738728,-2.87313575709e-17,-6.50521303491e-18
2.541098841762901017e-21,0.00051840237873,-9.24959978402e-19,-2.43945488809e-19
-9.082443125832243870e-22.3,-3.72694496792e-20,0.000123770756763,4.9445548296e-20
7.054196263852220011e-21,4.32001982275e-05,-1.65224364274e-18,0.000159366160979
